,Date,Open,High,Low,Close,Adj Close,Volume,log return,response
0,1992-01-02,0.0120093380374,0.0102262330968,0.00994268469166,0.0121243169962,0.0121243169962,0.0168320916264,,0.00497248451069
1,1992-01-03,0.0121372617464,0.0115670400993,0.0126751850806,0.0132323309914,0.0132323309914,0.0182917236244,0.48792788003,-0.00329632454554
2,1992-01-06,0.0132246633783,0.011380814658,0.0130807958064,0.01249719871,0.01249719871,0.0206463635061,0.447447502356,-0.00134073236435
3,1992-01-07,0.0125050588006,0.0105933569741,0.0121628450269,0.01219888684,0.01219888684,0.0207835863945,0.457021203905,0.00167567244475
4,1992-01-08,0.012185233004,0.0118011484646,0.0120667681913,0.0125717850676,0.0125717850676,0.0241022826197,0.471788167933,-0.00117270598996
5,1992-01-09,0.0125743563621,0.0119447993649,0.0125097416269,0.0123107495962,0.0123107495962,0.0242421276016,0.457843785615,-0.00602847720985
6,1992-01-10,0.012323828127,0.010412458006,0.0111541596688,0.0109736772026,0.0109736772026,0.0193283245522,0.434072109242,-0.00183258634951
7,1992-01-13,0.0109539175992,0.00920999245663,0.0112769147001,0.0105688178831,0.0105688178831,0.0161940488968,0.454613307563,0.0146149035482
8,1992-01-14,0.010575465122,0.0119128767061,0.0116931933954,0.0138183070715,0.0138183070715,0.0219303152456,0.535132835625,0.00078455325176
9,1992-01-15,0.0138323337778,0.0123065978331,0.014078797718,0.0139940920115,0.0139940920115,0.0262069495964,0.467425648344,-0.00610266277165
10,1992-01-16,0.0140028935704,0.0121310242741,0.0122535635947,0.0126303743654,0.0126303743654,0.0280782502596,0.43370893003,0.00155302220669
11,1992-01-17,0.0126329990338,0.0113861405991,0.0125897922253,0.0129766278733,0.0129766278733,0.0238068600956,0.47118772742,-0.00598646477812
12,1992-01-20,0.0129847895,0.011072209625,0.0124830474203,0.0116448713191,0.0116448713191,0.0145010505854,0.434277783251,-0.00897465613642
13,1992-01-21,0.01165219534,0.00975803232805,0.0100921173852,0.0096632335476,0.0096632335476,0.017809258437,0.419648939614,0.0132168224312
14,1992-01-22,0.00967463040377,0.0106838149711,0.0107165279564,0.0125877656135,0.0125877656135,0.0186299736742,0.528288458006,-0.00761029256118
15,1992-01-23,0.012595682666,0.0115617141582,0.0117145293343,0.010899090845,0.010899090845,0.0191928497261,0.426328251282,0.00125239648071
16,1992-01-24,0.0109059458085,0.0102262330968,0.0116771837027,0.0111761068623,0.0111761068623,0.0173617544951,0.469715998801,-0.00118010537714
17,1992-01-27,0.0111618097507,0.00999745014052,0.0117785862507,0.010915071391,0.010915071391,0.0153811999399,0.457807561537,-7.22911035602e-05
18,1992-01-28,0.0109166172226,0.00976866771633,0.0118106067035,0.010899090845,0.010899090845,0.0177786673472,0.463230922977,-0.0111960337643
19,1992-01-29,0.0109059458085,0.0105241867796,0.00894468278009,0.00843800739642,0.00843800739642,0.0204479584381,0.408774071816,0.00311450690714
20,1992-01-30,0.00844331446596,0.00751272942089,0.00899271345931,0.00911986621945,0.00911986621945,0.0157054654915,0.478832055638,-0.00692346992986
21,1992-01-31,0.00914159273975,0.00775747370653,0.00866182708567,0.00760699290472,0.00760699290472,0.0159624306456,0.429690626604,0.00183304667384
