,Date,AA,AXP,BA,BAC,C,CAT,CVX,DD,DIS,GE,GM,HD,HPQ,IBM,INTC,JNJ,JPM,AIG,KO,MCD,MMM,MRK,MSFT,PFE,PG,T,UTX,VZ,WMT,XOM
1,3/17/87,2.446605215,0.7905179509999999,0.39190122,0.7142887509999999,0.0,0.271370587,3.295191051,3.91329977,3.593200923,2.004075088,0.8685407940000001,0.0,4.445176257,1.6807118319999999,5.884050002,1.88430878,1.220590568,0.535237674,0.7702220359999999,1.8538120999999999,2.171376022,3.44119976,4.082199452,0.5633817720000001,1.139613473,0.0,1.000008333,0.153256735,0.998344398,2.756079958
2,3/18/87,0.0,1.251972534,0.52015722,1.7637141490000001,3.524593906,-1.36427764,2.085079548,2.169282461,0.0,-1.197619105,-0.39385635799999996,8.167803101,-1.754430965,-0.585041368,1.418463499,-0.80321717,-0.34722257100000004,0.0,-0.25608208600000004,-1.8538120999999999,-0.358637563,0.0,3.922071315,1.11733006,1.126772485,-0.25348556,-0.7490671729999999,-1.387840317,-0.6644542720000001,1.158314109
3,3/19/87,2.092752011,0.155400187,-0.52015722,0.696866932,2.564243061,1.9048194969999999,0.0,-1.950224323,-0.9456335240000001,0.0,0.550965581,1.9418085859999998,3.2647077839999996,0.501673293,4.138521616,0.0,-0.174064448,0.0,2.030526616,0.207684394,2.015480198,-0.636269379,3.774032798,0.5540180379999999,1.114217655,0.5063301960000001,0.250313022,0.619197025,0.33277900899999996,-0.577479949
4,3/20/87,-0.296296513,-1.880933196,3.333642027,1.7212128880000002,-0.847462699,1.072396336,1.88684843,2.378490502,0.9456335240000001,1.988137055,0.46985207799999995,3.774032798,1.698554637,1.119646778,-1.360565206,1.335133317,-0.349040494,5.873881717000001,0.0,1.850001374,2.663735953,2.521141935,-3.774032798,0.550965581,0.27662534899999996,1.7522350690000001,0.0,0.615386557,2.298951822,0.960622181
5,3/23/87,0.296296513,-0.475813745,-0.632513178,-0.341880675,1.2685159529999999,1.5873349159999999,1.698882559,2.427559841,2.0955365180000003,2.71861403,1.396454035,3.6367644169999997,-1.058210933,0.739526789,0.0,1.8397365140000002,1.043487729,1.828812399,1.248455666,3.20668758,1.136375865,-0.207684394,0.0,0.547946576,1.0989121579999999,0.247831601,-0.501254182,0.91603694,2.247285585,2.82770961
6,3/24/87,1.7595761890000001,2.2013467540000002,-0.254129743,-2.076199145,2.0790769669999998,0.0,0.15302221800000002,-0.41797344,2.5029748069999997,0.7633624859999999,0.153964619,1.76995771,-2.804930381,2.066105498,-2.7779564110000003,0.0,-0.5203827879999999,-2.8406254160000004,-0.49751346399999996,2.7239038160000004,-0.33955890000000005,-0.20811662,0.0,0.0,-0.273597982,0.0,-0.503779403,0.606062461,0.947874395,-0.186046565
7,3/25/87,0.579711768,-0.311526732,0.254129743,-0.701757266,-2.0790769669999998,0.0,-1.851904777,0.626306849,0.448431245,-1.1472401159999999,0.0,-1.76995771,-0.43859719399999997,1.788245546,0.0,-2.371652662,1.7241806430000002,-0.680274732,-0.7509422020000001,-0.770716724,-0.796816965,-1.6807118319999999,0.0,-2.2100347,-1.379332213,-0.247831601,0.0,-0.45420214299999995,-1.265839687,-0.747667034
8,3/26/87,-3.230824323,-0.156128057,1.135658893,1.398624197,-2.985296315,0.26212334800000003,0.311042241,0.10400417,1.5538603430000002,0.383877631,0.842594031,-3.6367644169999997,-0.661523912,-1.069105412,2.7779564110000003,0.531916148,-0.51413995,-0.341880675,-1.010109599,0.770716724,0.796816965,1.6807118319999999,0.0,1.111122543,0.277392688,-0.7472014840000001,-1.270665127,-0.456274556,0.6349227679999999,0.747667034
9,3/27/87,0.0,-2.052163572,-1.389788636,-1.398624197,-0.869570697,-0.26212334800000003,-2.515855964,-2.100917609,-1.3303965629999999,-2.325686216,-2.7060019860000004,-1.869213301,-1.78576174,-2.1324485369999997,4.027389914,-1.604312484,-0.34423441899999996,-2.4264622000000005,-2.0513539830000003,-0.577479949,-0.113443007,-2.531780798,3.774032798,-2.801303623,0.27662534899999996,0.0,-3.91184166,-1.2270092590000001,-2.564243061,-1.500966265
10,3/30/87,-2.417036093,-4.401688542,-2.70809586,-1.061956883,-3.104462168,-0.526317004,-2.091789866,-3.4560675069999998,-2.715098907,-1.98026273,-1.341242986,-1.9048194969999999,-1.8182319080000002,1.092022985,-6.805346325,-2.179922834,-2.797385204,-5.406722127,-3.6943515189999996,-2.938507216,-2.878724979,-3.7000956410000003,3.6367644169999997,-1.7192400540000001,-3.0857988360000004,-1.005033585,-2.150620522,-2.500130221,-2.965620958,-2.682153119
11,3/31/87,-1.230784767,1.98026273,1.040321476,-2.1583571669999997,0.8968669979999999,1.04987841,1.452810056,0.32912810800000003,0.229095175,-0.80321717,1.654232287,3.774032798,1.14026321,-1.4995215119999998,2.7779564110000003,0.823049914,0.0,0.36968618799999997,3.4349480010000004,0.39682591799999994,0.34985458399999997,1.102547001,0.0,1.149437943,0.851068967,0.7547205640000001,4.516039612,0.1581028,1.658412802,1.54145634
12,4/1/87,0.309119257,0.0,1.1575691959999999,-1.8349138669999998,-0.8968669979999999,0.520834511,2.999435587,1.413835405,0.6841531820000001,0.0,0.778214044,0.0,0.22650066300000002,0.691762677,4.027389914,1.626052087,0.353982671,0.0,0.0,-0.595830958,0.0,0.873367997,-7.410797215,0.569802111,1.123607327,-1.007565199,-0.520834511,-1.75303294,-1.324522675,3.198767549
13,4/2/87,-0.619197025,-3.322564763,-1.416636698,-1.869213301,0.8968669979999999,-0.26007817,2.153929425,1.819204799,2.469261259,0.80321717,-0.155159069,0.0,-2.0572154080000002,-2.0898117640000002,-1.324522675,-1.08109161,1.403531812,-0.555043053,-2.8987536869999997,-0.399202127,-0.7009374490000001,0.21715535100000002,7.410797215,1.129955525,-0.279720462,-0.25348556,-1.314079356,0.321027563,0.0,0.185013929
14,4/3/87,4.553138481,3.159032429,0.9038150620000001,6.924441217,0.445435035,3.32937281,1.810004164,3.439630378,2.625971458,3.922071315,1.387840317,0.0,4.735947004,0.9888832129999999,6.453852114,1.08109161,1.898245091,1.473323151,3.93235462,4.68835859,2.317600835,3.411844789,3.5091319810000003,1.6713480969999999,4.919024418999999,1.261050759,2.8685148,3.309994843,3.278982282,1.28560081
15,4/6/87,1.472780671,0.652530863,-1.423972281,-2.135312447,2.1978906719999998,1.251580793,0.298507684,2.028467117,1.287571436,1.5267472130000002,2.1962261,1.8349138669999998,-1.10743103,-0.082034459,-1.257878221,1.335133317,0.170794235,1.6319491830000001,0.512821637,0.7604599390000001,1.816167967,2.279891496,0.0,0.550965581,-0.534760633,0.0,0.768249617,-1.091203345,1.282068843,0.0
16,4/7/87,-3.2692361689999996,-1.6393809780000002,-1.1803415720000001,-3.290973409,-0.43573053700000003,0.24844733300000002,-1.956420565,-2.33631754,-1.720472545,-3.0771658669999997,0.894860558,0.0,-2.252347467,-1.94744087,-1.273902578,-0.798939003,-2.41807982,-2.181904739,-2.8536307260000005,-2.882043854,-0.11254925199999999,-3.5457311839999996,-7.145896398,-3.3522692039999997,-1.894508624,-1.515180502,-1.283714676,-3.023301066,-2.580788396,-0.7326040090000001
17,4/8/87,0.90226176,0.0,1.440758386,4.364328973,-1.3187004279999999,-2.005079705,0.454890853,-1.033067039,0.21668480899999998,0.778214044,2.4203601740000003,1.80185055,-1.145487897,0.500835771,3.774032798,0.0,1.388911216,-0.36832454200000003,1.307208157,0.389105549,1.5642777069999998,1.8928009890000002,3.6367644169999997,0.566573754,0.0,-1.5384918840000001,-2.617950558,0.483482005,0.0,-0.923367595
18,4/9/87,-2.731581065,-2.172182315,-0.652318034,-1.433716315,-1.336322781,-4.134955982,-2.9165536160000003,-1.5698909540000001,-2.4097551580000003,-1.9570096190000001,-1.166193975,0.0,-2.0955365180000003,-2.2312017980000003,1.2270092590000001,-1.075279178,-1.388911216,-3.568453737,0.0,-1.3685453090000002,-0.779080179,-0.836824967,0.0,-2.2858138080000003,-1.9310944909999999,-1.825344031,-2.416224928,-2.441130168,-1.315808458,0.370370794
