,Date,AA,AXP,BA,BAC,C,CAT,CVX,DD,DIS,GE,GM,HD,HPQ,IBM,INTC,JNJ,JPM,AIG,KO,MCD,MMM,MRK,MSFT,PFE,PG,T,UTX,VZ,WMT,XOM
0,12/17/03,1.770517321,-0.592993651,2.292132168,0.496278934,-0.9348289320000001,1.230700615,1.377353195,0.292903951,-0.046008742000000005,0.270009807,0.539084863,2.255854198,-0.717191695,-0.624398918,-0.28860048899999996,-0.136425669,-0.168208618,-0.362498337,-1.016154165,-1.5024184269999998,0.5793212560000001,-0.083206218,-0.087604035,-0.7419217920000001,-0.272109011,1.184055017,-0.443770435,0.816648521,1.146204067,1.056398118
1,12/18/03,2.139284808,3.871109011,1.192540965,1.278915612,0.8313895640000001,2.044730909,2.114839851,0.265533879,0.870566781,0.38446798600000004,1.045348039,0.532666151,1.23988236,-0.720044256,2.3916899419999997,1.243656504,0.0,1.3282149840000002,-0.45495983799999995,1.230925047,-0.026870886,1.131202571,1.306069937,0.283286308,0.926665011,0.9169702559999999,0.769503622,0.617762582,1.337881435,1.354040434
2,12/19/03,2.514141206,0.931924943,0.315623618,0.130250751,0.798870374,1.243895885,-0.33538321,0.158982545,0.409743346,0.115052745,-0.048379295,0.49875415100000003,-0.237248035,0.446352672,-1.063839821,0.269299983,0.33613477,-0.359008218,0.31868909300000003,-2.060040806,0.763004839,-0.550207715,-0.12984204400000002,-0.496278934,-1.816167967,-0.253871677,0.278357869,-0.734019135,-0.47136064299999997,0.475193067
3,12/22/03,1.100710206,0.488370075,0.288449131,0.09757685,0.486494366,-1.164034307,0.08395131300000001,1.184380209,0.9045742370000001,0.382555937,3.9844018269999997,-1.914985532,0.094966769,0.262302711,-0.500358442,0.759101658,0.9019603490000001,0.09803922400000001,0.136270746,3.454889067,1.390474631,-0.33158361399999997,-0.651751167,0.07104796,0.662178467,0.810131013,1.0140672290000001,-0.077579523,1.366949776,-0.335195845
4,12/23/03,-0.891536366,0.485996608,0.808454006,0.29216057100000004,-0.898017581,-0.159786985,-0.195996143,0.573964529,0.045014631,0.304994518,-0.817093375,-0.667835206,2.066771546,-0.639855931,2.23215645,0.13336298900000002,0.199335614,0.40746531799999997,0.0,0.490306309,-0.7524291320000001,1.265143387,-0.130861524,0.637170297,0.318109789,-0.50556225,-0.068815234,0.116346726,-0.568991578,0.6970612359999999
5,12/24/03,-0.959815407,0.43284599700000004,-1.386186705,-0.064850845,-0.464996963,-0.160042712,0.195996143,-0.338762539,-0.360685693,-0.6492289370000001,2.591537905,0.25493959,0.185787327,-0.563252251,-0.10517091199999999,0.35476755600000004,-0.09961813900000001,-0.113923033,-0.523382694,-5.342516667,-0.438218615,0.38188808,-0.39361520299999997,0.598066866,-0.136208875,-0.763168293,-0.9684189129999999,-0.6220859879999999,-0.6132480379999999,0.222037282
6,12/26/03,1.257878221,-0.101677691,0.263019615,0.420780682,0.025889968,0.23996811899999998,0.6134988570000001,0.026099439,-0.679812271,-0.576370472,-0.7106047090000001,0.571248777,-0.465117118,0.677812923,0.907827464,-0.22158218699999999,0.232288142,-0.17928454,0.114012098,0.514621019,-0.039933445,0.353309241,0.611622702,0.07012623,-0.090909097,0.35687012100000004,0.623630616,-0.117073184,0.143427952,0.552945838
7,12/29/03,3.710079372,1.389086611,1.278889935,0.900327625,1.055758487,1.059612563,1.9273724380000001,1.064254042,1.130466482,0.996940772,1.370823385,1.9740575230000001,1.4808229869999998,0.661876204,2.505708578,1.234583582,0.8580910740000001,1.666300788,0.409370597,2.078116807,0.345561216,1.293818587,0.9104766990000001,0.733371543,0.972968418,2.661467661,0.9168067879999999,1.203197127,0.7140701559999999,1.314727236
8,12/30/03,-2.086427467,-0.225988797,0.6462475639999999,0.255754615,0.127991826,-0.634419257,0.652353496,-0.413972131,-0.7673249109999999,-0.34397129299999996,-0.29542119,-0.8099732759999999,0.0,-0.9485243390000001,-0.33955890000000005,0.240726673,0.19697970899999998,0.336350121,0.701122402,0.728600673,-0.265710267,-0.40252301799999995,0.25862083399999997,0.173822397,0.47175197,0.642136067,-0.985907332,1.9484857130000002,-0.22387309600000002,0.244598573
9,12/31/03,-0.293255342,-0.12577036,-0.309677667,-0.095831344,0.229973271,-1.254185886,0.37858347,0.284789836,0.135838826,0.8387391909999999,-0.27347327899999996,0.561448761,0.137709455,0.045918954000000005,0.0,0.566697245,0.360124796,0.39894731,0.44974215700000003,0.226603315,0.8873642759999999,1.521043334,-0.561192925,0.7612493509999999,0.20150012399999997,0.049224712000000004,0.184162115,0.226757467,0.50807954,0.78410568
10,1/2/04,-1.18169765,-1.011898338,-0.36250687,-1.675836835,0.93992817,-0.43057117100000003,-0.568414035,-0.830742057,1.4375809119999998,0.454546237,0.455374193,-1.3465053919999999,0.822297918,-1.224033758,0.37345146100000004,0.0,0.618995298,0.761545803,-0.788381153,-0.18124155399999997,-1.9707695090000001,1.810835467,0.302572092,0.618558673,-0.898680503,0.245760753,-0.43794008,0.489550968,-1.408617759,-0.919919907
11,1/5/04,3.216651592,0.885969597,0.181417699,0.29206576,1.605251425,2.661146923,1.9089166819999999,1.08893998,1.987259039,1.4631662269999999,1.7564063319999998,0.031520883,2.204813722,1.624927715,2.278155476,0.585113816,-0.19505857899999998,1.5370440619999999,0.135593241,0.992787938,1.891624274,2.008306427,2.472419204,2.637069646,0.495273412,3.426149343,0.598804184,2.851517031,-0.35011878,2.310688513
12,1/6/04,-0.751014506,0.151095471,-0.33718097,-0.162153433,0.09947775,-1.775116156,-0.5340466629999999,-0.7246408520000001,0.262008884,-0.672648276,-0.604502009,1.09701774,0.399734043,0.011430531,-0.033129038,-0.45479233799999996,2.474816969,-0.233735985,-0.43001084700000003,1.160727317,-0.303971687,-0.48549986799999995,0.33627606299999996,-0.066755677,-0.495273412,0.236910795,-0.252902767,1.629585219,2.304578387,-0.666224983
13,1/7/04,-0.7566974409999999,0.301507766,0.8279478090000001,-0.22745745,0.12420818900000001,-1.102013572,-1.293469933,-1.280895829,1.60072637,1.0072832790000001,1.338409451,1.362250168,-1.7438403000000002,-0.29761926699999997,3.2597410289999997,0.043402777999999996,1.481041724,1.209504588,-0.637089754,0.354453185,-1.735691104,0.127991826,-0.08396306099999999,0.8312599820000001,-0.9068300640000001,1.12942377,0.344709062,0.21528533600000002,0.2617539,-0.724543623
14,1/8/04,1.219527309,-0.301507766,1.381802948,0.032525614,0.421157565,-0.7596346890000001,0.10843048,0.36764747299999995,1.490975437,1.766050315,0.0,-0.8337241440000001,5.5703941079999995,0.274756899,0.7349449920000001,0.454595436,1.674977124,0.874708255,0.478197427,0.35320125,-0.6756782459999999,0.510335377,-0.168137913,-0.8980602520000001,1.042148082,1.76256882,-0.114771044,1.529462502,-0.402982613,-0.242685841
15,1/9/04,-3.73408074,-0.732418983,-0.53510129,-0.881926343,-0.445986864,-1.73057471,-1.089632137,-2.38738129,-0.381275615,-1.395542296,-2.172781187,0.24775485,-2.199786784,-1.9859791390000001,-0.7670219770000001,-1.129464657,0.24577585300000002,0.061096687000000004,-1.050477803,-1.420352329,-0.33955890000000005,-1.979244664,-1.825565451,-1.074917975,0.517029364,-5.141429383999999,-1.45751568,-2.9735309169999997,-1.628368974,-1.523424457
16,1/12/04,-3.47490006,-0.40640137200000004,-0.537980035,0.196656897,-0.074524907,2.463178719,-0.494234943,0.24131932899999997,0.042435815999999994,0.88365818,0.090538711,-1.3703110719999998,2.157115565,0.37248326200000004,0.5120011179999999,1.903995207,0.061349695,1.965590951,0.823049914,-0.134198186,0.9209165840000001,-2.6570022840000003,-0.30036495399999996,-1.257450723,0.625840219,2.34404418,-0.607762507,1.90893605,0.20500212199999998,1.415374744
17,1/13/04,-2.322037181,0.35569143200000003,-0.386051181,-0.262295232,-0.523235279,0.054054055,0.0,-1.158262107,-0.80937609,-1.477131732,-1.0004630970000001,-0.34553199100000004,-1.721953869,-2.042324507,-1.641227507,-0.279000074,0.306185175,-1.447770726,-0.593744608,-1.897933156,-0.337587249,-0.507818811,-0.5170196779999999,-1.342764193,-0.558598257,-1.428595725,0.467837111,-0.42903176299999995,0.469916076,-0.433370126
18,1/14/04,2.2910150000000002,1.834452749,2.041929036,1.207389443,0.821002248,1.4485231809999999,1.067771952,1.585841593,0.894193738,1.2202037140000002,0.8646242709999999,1.0953012020000001,1.807278106,0.6854198420000001,-0.618390905,-0.473934536,0.791721553,0.166957616,0.183066413,1.718721639,0.982577392,1.3573062669999998,0.9886175509999999,0.034656039,0.33553325300000003,0.859604147,2.602934008,0.785157495,0.731116173,0.0
19,1/15/04,-1.37459209,1.87474657,-0.177013575,-0.716148894,-1.021052327,0.053248138,-1.398624197,-0.026670223,-0.339703087,0.0,0.38439843799999995,-0.124571801,2.359991534,4.016696906,-0.984259914,-0.30276839699999997,-0.761154535,-0.075855272,-0.137268381,0.313409704,0.70737699,-0.769540749,-0.600602406,-0.9399547009999999,-0.5373949339999999,0.237473396,-0.47863339200000005,0.035542918,0.645423781,-1.009420657
20,1/16/04,-1.234388201,0.463245983,2.227598054,0.423798515,0.0,0.9009069940000001,0.358373919,-0.213618239,0.127523928,4.104247738,0.135318018,-1.380630653,0.870832789,1.381966829,-0.495786836,-2.7224513439999996,0.9126926759999999,0.363581676,0.297177039,0.6683027770000001,1.386801596,0.5578444539999999,0.984807788,0.523287432,-0.495161939,-1.001200258,2.169576624,0.21299262600000002,-0.020106565,0.546897726
21,1/20/04,3.3200669169999997,0.654627141,-1.899107551,1.324950712,-0.42643987899999997,-2.402678313,1.5292488080000002,-0.482316048,-1.5411263919999998,0.035267149,-0.361255755,0.189393996,-1.749315745,1.846274322,-0.865230023,2.070558553,-0.455305082,-1.018323261,0.091261699,-0.5789372660000001,-6.111661061,-0.451348171,1.0173890209999998,-1.3662850480000002,-0.33902168299999996,1.9924757819999999,-2.8113390839999997,0.636269379,-0.990207141,0.9499325059999999
22,1/21/04,0.21541784,0.337756654,0.9790463540000001,2.1909115740000003,2.163456257,1.5283847590000001,0.863470017,-0.430687072,0.473424598,1.47009998,0.45136614700000005,1.781575485,0.670019257,0.6115559079999999,-1.2781876,2.02855467,2.523414157,1.335376445,-0.296905551,1.375049388,1.659330107,0.5837108639999999,0.714438845,3.12525435,0.946379303,-1.9445715890000002,1.143130875,-0.459121414,0.9499818790000001,1.341581699
23,1/22/04,0.368211524,-0.797973041,-1.637109979,-0.188619987,0.637569595,0.71589859,0.428955081,-1.659224791,0.47119384700000005,-0.977661418,0.292299253,0.832952525,0.9553551370000001,-0.196163969,-1.776002965,0.935579863,-0.38638776,-0.604779588,-0.8960427559999999,-0.48575940100000004,0.437877,-0.317965292,-1.010109599,1.4256860619999998,0.067257037,-0.624551634,-0.68430924,1.266284947,-0.5244062039999999,-0.373832211
24,1/23/04,-2.8897458960000004,-0.097158132,-2.4679915869999998,-0.504732933,-0.7113975790000001,0.211137582,-0.29470885399999996,-1.241909159,-2.6853064339999997,-0.916467465,-0.992787938,-0.030726686,-0.7468914390000001,0.402809319,0.37833235200000004,-0.105876135,-0.867360006,-1.1132406240000001,1.4207388380000001,-0.5771381170000001,-0.17765635,-0.719140135,1.6778917130000002,0.0,-0.877889712,0.38480086,-1.012200959,0.279232293,1.9227510030000001,-0.5902888079999999
25,1/26/04,-0.126182982,1.9731150219999998,1.395732143,1.163352218,1.199084476,0.9707540490000001,0.801714609,0.8571876070000001,1.4382466269999998,2.7590365410000004,0.045341192999999995,1.03944684,3.196993581,1.9687581180000002,2.1060561019999997,0.9488737509999999,1.6681947769999999,1.1435666290000002,0.295354071,0.133481666,0.613624343,3.079595912,1.116867866,1.9359750169999999,1.481176091,1.00311326,1.012200959,0.45209605799999997,0.731300818,1.2302909929999999
26,1/27/04,-0.252844635,-0.933579492,-1.187723748,-0.281734417,-1.717412182,-3.5884248789999997,0.132996429,-1.1909848570000001,-0.9565290320000001,0.137693653,-0.636655175,-0.978002905,-1.914128895,-1.049484895,-2.484388454,-0.420610504,-0.56288106,-1.712580082,-0.38640802700000004,0.6647487360000001,-0.449622666,0.33639571100000004,-1.952294613,-1.767596463,-0.648119377,-2.795362735,0.68430924,-1.820778592,-0.315582116,-0.854249722
27,1/28/04,-4.299999756,-1.453513962,-0.965686742,-1.8349138669999998,-1.671904197,-2.966435585,-1.122706259,2.531084223,-2.074671632,-1.2809591809999998,-1.818441177,-3.1194045160000003,-5.363328766,-1.4530726280000001,-0.795714283,-0.232092097,-2.3141528559999998,-0.510244632,-1.214357917,-2.323607668,-2.58676848,1.130245785,-1.90562616,-0.98056576,-0.562115027,-1.5267472130000002,-0.547072256,-0.887317268,-2.156633106,-0.9427679259999999
28,1/29/04,-1.43073477,2.3870934530000003,1.8191769869999999,0.509555243,1.3000183090000001,-2.9996589719999998,0.669794868,0.595884753,3.2473235060000003,0.798199622,-3.4021707880000003,2.1627547259999997,0.0,0.6532413,-1.575387036,1.363705178,-0.182592869,1.706027699,0.41407926700000003,2.544212214,-0.604401306,0.788707816,0.681723987,2.383863095,2.383982792,0.5444210429999999,-0.09147039300000001,0.887317268,2.235622051,1.610773082
29,1/30/04,2.613014551,1.724384289,-1.296026435,0.664875015,0.0,1.1141380779999999,-1.100830019,-0.054024853,-1.8301164380000001,-1.182211265,-2.039400616,-0.372787011,-2.060121072,1.2295236859999998,-1.206972409,-0.8580151,-0.39676536100000004,0.258732356,-0.7142064690000001,0.921261177,-0.537179692,-1.429324997,-0.89571936,-0.23251962,0.088028175,-0.7928683759999999,0.274160556,-0.602518215,-1.151491778,-1.637840344
