"","AA","AXP","BA","BAC","C","CAT","CVX","DD","DIS","GE","GM","HD","HPQ","IBM","INTC","JNJ","JPM","AIG","KO","MCD","MMM","MRK","MSFT","PFE","PG","T","UTX","VZ","WMT","XOM"
"1",1.38322281627863,1.76618924110024,1.60484557068668,1.44250945604518,2.21702239031229,1.53094908571745,1.25806945790931,1.27925880405828,1.85397297933296,0.894033251818777,1.53432886674514,1.72230317528723,1.88337624143758,1.61168625044747,2.30780245849199,1.25315826108449,1.51954594212125,1.17732712006243,1.33463687493787,1.30185810120708,1.07300322792202,1.32282157746489,1.97360248908362,1.29969796725404,1.45422986491986,1.89565036141684,1.37240120534946,1.54067069539469,1.59311727798248,1.02245808665062
"2",1.38686800755541,2.13384949520736,1.58628995486541,1.57680489903623,2.22285276447732,1.44484804502312,1.24332064586446,1.30188007210864,1.7266139665211,0.914031513316249,1.48745351492167,1.84110283749679,2.02860960105961,1.57674801418081,2.30345031819948,1.23425677966726,1.46092996354518,1.16633114630007,1.31555504417658,1.35314672910553,1.19600042259266,1.33706816767998,1.9760744899649,1.39239402071364,1.37590665473782,1.71667642891508,1.71900382744127,1.48442764219235,1.60825095457086,1.0173208768087
"3",1.34029053858871,2.09809613160887,1.60245152197987,1.70336133570217,2.0908097351183,1.49207243388647,1.2654309436185,1.34975271247105,1.89011191288673,0.903941277211412,1.60163307516339,1.78786200896035,1.9755555042456,1.57469246469815,2.31372959367126,1.21810286615767,1.40355133372411,1.22803117406402,1.34990629835529,1.3207313007243,1.18774248989281,1.33797311605108,1.90410869631788,1.35461613165757,1.49245049688794,1.64929121898653,1.66388383597871,1.88656019983683,1.58005297526109,1.00188374430451
"4",1.38830011632201,2.04173417699604,1.59043135949778,1.64669798414252,2.0369079385841,1.41211811480737,1.26778333971852,1.33637229676797,1.73343213626813,0.911500453405048,1.52168875732403,1.75469820428315,1.94560791206259,1.50029334695833,2.27711161901639,1.20363558603248,1.46188335802937,1.36178779095472,1.76073509391132,1.34488709400632,1.15339015741587,1.39086598512528,1.97651466603873,1.32711519584048,1.4622647207885,2.36001298163025,1.62943997198449,1.73807814152012,1.56303628573705,0.98431144951003
"5",1.35504856328816,2.09791321076175,1.5729996243391,1.66113153009194,2.02859720022232,1.36863303144506,1.23816309190531,1.30763090328782,1.62969108861984,0.901911469212218,1.45977421508507,2.54206624205574,2.04565928569757,1.61197201185197,2.24661432555383,1.40986958134537,1.62715094891866,1.31709131413496,1.91486942572092,1.31094251231504,1.16234707282906,1.45712946259416,2.07534095102794,1.32915453881135,1.39994496904058,2.1388715283771,1.57870564565587,1.54725132251197,1.78404283366093,0.997746147879421
"6",1.31205079719971,1.98988112660218,1.56810815127502,1.70331248707967,2.0252115464508,1.51951278069487,1.22344719266272,1.51940560081459,1.66875663092444,0.887588086182653,1.45136742774288,2.4193178898839,2.02404126881082,1.52803071236462,2.24306704548999,1.37724885916266,1.85009380971516,1.26986172961011,1.79324026339157,1.37969262713785,1.13990296997722,1.43358713543057,1.99016893343363,1.29786915643893,1.33048017576179,1.97594299375895,1.54315219017464,1.55828693472852,1.75662358603859,1.02057064158142
"7",1.38363208452279,1.92437779268557,1.55279171188295,1.62601344226932,2.09214823130754,1.43063861148266,1.19678211091179,1.49834561040871,1.71785741463851,0.873746113885414,1.5602365602747,2.31110122242883,1.9638921877775,1.45500768861007,2.22062673968847,1.36234219001719,1.78840431505041,1.34122980224645,1.69606579372231,1.38727651581083,1.10810426261547,1.40389929243874,1.91382337924802,1.32330578992564,1.48933576019704,1.86408226673222,1.5162402047615,1.41319432691085,1.7616323243059,1.05117877397354
"8",1.94954124000926,2.21091857571083,1.53814741163338,1.52015456018298,2.09832573870063,1.37206461065879,1.21045105307676,1.47112040504362,1.73243794379469,0.862618699575586,1.4898631000018,2.27717677123359,1.94081200758186,1.45488006842156,2.20152774428525,1.57102013220028,1.69603591452677,1.40648983232067,1.7420066742825,1.35895329237458,1.13940515053698,1.40505909290306,1.87590225068668,1.3250113705695,1.43218771044203,1.77031341673503,1.48108124902612,1.2985790030368,1.79498456264005,1.01706535190665
"9",1.87496366667362,2.08572613721332,1.52212695294597,1.43415161075444,2.00434371217371,1.33459647954366,1.21011912311022,1.42459512896935,1.69394612838237,0.849573686129322,1.43956148026362,2.19358707967035,1.90630520526536,1.43622230842469,2.19678859746287,1.51640215825569,1.59040595581295,1.35010979330559,1.64790316590095,1.32446781514943,1.10726236184475,1.44204924614544,1.82681095871787,1.30986776496146,1.34708314789815,1.66810131202912,1.45292930085935,1.24029390328662,1.74577406058105,0.992909036818262
"10",1.78047497561716,2.05276445940489,1.5085219975417,1.39280495627572,1.94495574755136,1.31055320827623,1.18462300640838,1.48724107844124,1.73751635886647,0.872056979008976,1.4689860895689,2.60344392367547,1.88859293109155,1.38897681021315,2.18891560578502,1.56410091798992,1.52977775590943,1.41611180752347,1.70525784158401,1.41062345045115,1.0810211710181,1.40749730329979,1.80940704202069,1.31387790603391,1.78326210668399,1.52990899983792,1.44550738309557,1.18125305142,1.69916442895274,1.0035884287519
