"","AA","AXP","BA","BAC","C","CAT","CVX","DD","DIS","GE","GM","HD","HPQ","IBM","INTC","JNJ","JPM","AIG","KO","MCD","MMM","MRK","MSFT","PFE","PG","T","UTX","VZ","WMT","XOM"
"1",2.1038178550273,1.97217437535717,2.00316171328606,2.15927522008435,1.95406072665252,2.57292993832963,1.63262970027611,2.14750870400891,1.69810410593175,1.6440463113163,1.92674978612194,1.90827033778677,3.19971335046107,2.1195338336967,2.53999099198639,1.88653358569863,2.02334718647517,1.79814057635579,1.94014004811846,1.6694173814719,1.60120105713446,1.97669148129445,2.11219065788783,2.00160479599851,1.69075301921262,1.85424654253813,2.25142578361833,1.9469198877215,2.50210275560561,1.60659573060899
"2",2.11756234383813,2.39790681704891,2.04561606522153,2.3044990968221,2.26677238260573,2.59471665412082,1.7520455792368,2.12322002822756,1.73409998443432,1.7457903837141,1.98391595295663,2.21431230022248,3.20791532373466,2.52444934953124,2.70134643865644,1.84997636784774,2.55763841858602,1.95260727644565,2.02470601982217,1.67232631900283,1.68430944029712,1.93267620510282,2.03455280026268,2.00067940011833,1.725269031321,2.07844834778357,2.35028534659497,2.00009591816187,2.55597021616605,1.69163618806341
"3",2.08064716243279,2.52428390546008,2.01201839331675,2.77166104423047,2.70650310525477,2.56097906519627,1.71113271963919,2.09007501484067,2.11360871516139,1.92132135710995,2.19206192954074,2.4744085865896,3.35828384047082,2.56213709535726,2.80584325716641,2.00580788391065,2.53198721828874,2.20247576223277,1.95410913424232,1.69111222286325,1.78156306983002,2.03178844647783,2.26953864664444,2.1270811429113,1.73927203258699,2.6535755141931,2.45648231826008,2.1014707289911,2.63258268416182,1.70871325675266
"4",2.29350020831914,2.52294169301347,2.26703454341932,2.6803188256159,2.78601951891444,2.55387467551095,1.71101163379834,2.20164483896309,2.24753356562495,1.8730340477064,2.10352461861555,2.45206883217147,3.32796821526879,2.59010503987831,2.75460421088984,1.95334518140966,2.44817185466058,2.14949569232377,1.89452021949479,1.68496353612802,1.82348742409222,2.13016560622435,2.17717059632839,2.10187578462063,1.75428412984764,2.54975506995683,2.43596505603338,2.17695563442535,2.5989318977595,2.05611144887891
"5",2.25807769357899,2.48173193962376,2.22951214225037,3.38439139474911,2.90575095543546,2.66124732495845,1.87165861688924,2.34210613109045,2.36612924403649,1.84882737465824,2.02701107007347,2.64606238864087,3.41807246699849,2.55002006656919,2.93993745421453,2.02420236457177,2.38845026112473,2.19145201468818,1.86113356801612,1.67742921027561,2.1714091678932,2.0909710664965,2.37072011465288,2.18988099240508,2.03483221773945,2.49571928916221,2.56839296449045,2.10574823316142,2.540944351481,2.29812184224679
"6",2.21004070010589,2.41648064711992,2.24498114019401,3.32426573883947,2.78535110054786,2.67759160730671,1.86017719416296,2.30179628051721,2.33944177485522,1.97054283236458,2.26013515602246,2.84595368930059,3.40761309296711,2.49412670853809,2.97667846395797,2.1886046908926,2.35013443764074,2.60935587459182,2.31147508292607,1.71358927395476,2.15696257719843,2.80064290546619,2.27409340320755,2.56670800810306,2.72944792513339,2.37561083307897,2.62630865883442,2.04297005350716,2.95956838332217,2.22531001447453
"7",2.16420363503482,2.35281747511563,2.21553362597864,3.32272538818661,2.67610236896598,2.6987456437152,1.90087286420415,2.29907200176899,3.96355772347999,1.91938202693819,2.18292923617116,2.76296583519019,3.49531004785016,2.55023747007761,3.03213720669436,2.19872376679371,2.31465855179913,2.56999547094654,2.35860728493196,1.68109039465984,2.12886085212381,2.78437494038334,2.16832528143062,2.49688428612043,2.61913833347873,2.28530371170191,2.56320926676373,1.97983259170303,2.90155429632852,2.17827243775008
"8",2.12289369483502,2.27921119081035,2.19867624454851,3.23081087511014,2.59641314161182,2.66769073055575,1.86392206453143,2.28029924533435,3.8758108071273,1.87014460125017,2.28569212192959,2.74390295991445,3.468876301914,2.49182028123689,3.08087471843972,2.11831587680991,2.31961438525631,2.53138125950605,2.39539132501697,1.7094939437081,2.11317660556309,2.70188929688103,2.24888645728472,2.44906277336829,2.53821338124699,2.21407669451165,2.54566066741326,1.93168637677042,2.83616904959545,2.10950020961892
"9",2.08774474380184,2.20236262816356,2.1555355854454,3.10457313594256,2.63489784690945,2.63707529802876,1.82031518237262,2.24068418547717,4.09894441367487,1.82368253221219,2.49083510776729,2.66718464839418,3.45673718354306,2.4318254644742,3.02508372114084,2.055639401081,2.24543257217507,2.54153485346262,2.32368738849379,1.85648286335136,2.08015174236034,2.64888524452591,2.41115186970087,2.48893971884393,2.44317588794916,2.63757708429583,2.51866183242205,2.04967293157153,2.78251272415531,2.05099820401153
"10",2.07634316288485,2.12921169850514,2.13678592242513,3.03567927572899,2.5515188285114,2.5967353008612,1.78516029775718,2.20682750737896,4.00684802173943,1.79346976910543,2.394253410623,2.61032870934174,3.41047929697418,2.38216985711519,2.97085843576449,1.98305174769168,2.20346950000736,2.53614989685664,2.2715449169789,1.82709494456286,2.05107597561767,2.5712400334507,2.34733113648988,2.67025974932832,2.38788718996701,2.6002873877226,2.46099128791418,1.9917653785955,2.69863488111123,2.05400253385301
"11",2.07323532105921,2.13619161298476,2.20453094138157,3.3218146218552,2.6550275272901,2.5547983880104,1.74973903805931,2.18980168460061,3.93439847164508,1.79484160430565,2.9943365754633,2.53590842154013,3.36519448607411,2.34067522544137,3.74181671959197,1.91705575614311,2.30936611670092,2.50495416946957,2.20992916206328,1.7933600814532,2.03823299160653,2.5132855675016,2.56201042337943,2.59603963808971,2.32951588177782,2.595414023748,2.44258837052939,1.95450356252374,2.6288118756654,2.04502286239857
"12",2.08912640246324,2.45538637790262,2.20409999387047,3.46505317433108,2.56206057501915,2.58087545189021,1.78831578625747,2.21095408711194,3.81410418193462,1.80463295979138,2.86239732579286,2.52242550052091,3.32471118415151,2.38269063407151,3.64844545816522,1.95678813887222,2.45550125427338,2.6736477903209,2.55858672312051,1.83234539366049,2.04191001953417,2.62313321603148,2.55639248215084,2.54428182693045,2.23888105875151,2.53444426549093,2.40834299533179,2.15187786802926,2.57641408111414,1.99916118438261
"13",2.05196966209457,2.41027356933235,2.40510950222257,3.31267998600525,2.51847923948219,2.55127129880775,1.77485237005784,2.18574683611876,3.664583143507,1.76212589204609,2.77133517552137,2.49460129276254,3.29296102486359,2.40704605060366,3.58746535235362,1.89031900910423,2.6060017228211,2.63634536428196,2.46692253794819,1.83653011674642,2.03796658594221,2.55462246326132,3.45195625209808,2.49110787069033,2.17282409276336,2.43714129253198,2.45407841391736,2.13269854057912,2.55820581848314,1.94975557298041
"14",2.32328142951605,2.35934843033894,2.39765009547546,3.21383615119179,2.48008269773478,2.63673450505086,1.73656383859282,2.15483745273204,3.60045596646842,1.76776127734312,2.64580351396192,2.45773082799221,3.2523141229901,2.35268861826412,3.60754956613127,1.82952666471822,2.51344776130038,2.57379820460131,2.38798090364195,1.80006482132857,2.09600908995427,2.51289965027544,3.20776009515228,2.45655087961246,2.19604505925079,2.33437499751658,2.44074275966477,2.06563170610036,2.49633642622201,1.95957252943295
"15",2.32185077627703,2.27448972977201,2.37371335296409,3.18360801674669,2.57097312288711,2.59555828457022,1.71189675259996,2.12810283403447,3.50897328942156,1.75056058488516,2.53503997628003,2.41118094676872,3.23004890736963,2.33075650275998,3.54100342969297,1.86508364411697,2.45758424192102,2.52496283980427,2.33121889431823,1.89995785096054,2.06962551946738,2.44961119207853,3.06543398153778,2.53094556076477,3.1191238093905,2.60703832734004,2.41894303760938,2.19780745637108,2.45666381738596,1.93028238473392
"16",2.32692561991542,2.19681473187982,2.39822599236038,3.12501110975721,2.54043701661827,2.6796611706421,1.67210340375976,2.09705829658993,3.4162874852232,1.94158537409649,2.52258771391437,2.47072366906315,3.1855789136098,2.27722472850294,3.45658811118544,2.49509406158155,2.37269387237315,2.50862218648933,2.35839400559748,2.00886063131236,2.07490677776886,2.46767263282651,2.96961639176614,2.50226287952934,3.00780485338404,2.57439618189188,2.37420465669665,2.12561775449738,2.64918551790235,1.88316603123947
"17",2.29669410659451,2.36721923839904,2.41400801792064,3.01206394943177,2.46599549601501,2.72193214518019,1.63461970260501,2.09237730580514,4.29874569959965,1.89348876546587,2.49278232131062,2.51661350878293,3.15046420659549,2.261547358058,3.4160002322587,2.43937619990166,2.35912534410217,2.45902024252291,2.3066502379183,1.98007471407874,2.0708469957788,2.40621230289747,2.80415820648943,2.45228842227948,3.21429005727745,2.83160981734656,2.57522102905196,2.16425439258197,2.64859070637122,1.82679750568843
"18",2.26852774222101,2.29220089856006,2.37179259216011,3.10423888609557,2.56294514821017,2.72318482497294,1.61451859691207,2.06261593613214,4.1508635926029,1.89591589081955,2.40363880036986,2.48703938571891,3.14753031679185,2.25007929732714,3.47777140540887,2.40948288378981,2.60260853371946,2.44616119160656,2.4543460028413,2.91164189319116,2.20143632162335,2.40293264471572,2.86064193354349,2.38593951548689,3.1784729931841,2.68092807470478,2.50889081575069,2.11541489929214,2.59045319070819,1.78313097282416
"19",2.22887039406578,2.26806772157574,2.36775558906357,3.02939438494231,2.49638793439458,2.68034120625379,1.777664791021,2.03640087175883,3.98659409242264,1.85350875485611,2.68867534888114,2.438229118689,3.1032119139884,2.27044208963234,3.4092249002275,2.49274423419654,2.61294308730847,2.38610002798,2.73241127079631,3.00956966113032,2.17951071329711,2.3656199347199,2.6793246966655,2.33690306161635,3.16155745893337,2.6458489553444,2.54464774561937,2.05416394037542,2.73843666465536,1.86982145755613
"20",2.20010943811138,2.32020586765587,2.32384018767131,3.21952793541164,2.71153805950192,2.67003369871977,1.7902863118769,2.10863422505786,3.82900131400159,2.18043618359089,2.85713254751781,2.59098689149824,3.05882526176367,2.24350869032159,3.43681330109417,2.65736019650835,2.8466384861319,2.42060559240087,2.82412818220051,2.95941050437899,2.25301133968384,2.38211327880051,2.51530620611911,2.31430324332356,3.16818194834937,2.5247989350443,2.74096048709118,2.01233994469754,3.10102744363796,1.91996884690165
"21",2.15684105572934,2.46396353300932,2.27595450698785,3.43624767525548,2.63249412836875,2.66274777206411,1.76556578541086,2.07396978993143,3.68274085150128,2.1235609637042,2.78338780311295,2.55230409938836,3.02118730792111,2.19644198055697,3.48956151333958,2.58794120942264,3.03618750437949,2.40440581366968,2.72493940010128,2.89409220432281,2.2285814936028,2.39207385823725,2.38591624349355,2.33162464122307,3.03936683473227,3.50363637458912,2.67887381130164,2.62452667393593,3.02257263760704,2.16752511766405
"22",2.20920330914649,2.46172260178993,2.2521439914158,3.30124257143795,2.58514834551766,2.63292278424783,1.72754872306497,2.05429519795954,3.5445923189889,2.09129250562122,3.04531929003456,3.18164753738824,3.01338006906592,2.18989583888152,3.43336182605896,2.51345281403406,3.06790433956108,2.37899131538597,2.64141315361556,2.84984075368914,2.19795297465057,2.37701924318302,2.76316639325075,2.31871038670128,2.93915778027119,3.32733857647583,2.62103231003916,2.70644118407176,3.31667339006885,2.10109807352925
"23",2.27138829092302,2.48909005780107,2.2371869156804,3.24077831701745,2.5005636613629,2.58932707571361,1.69402477401916,2.03513243218462,3.49122840634511,2.06664371651459,3.14944122323272,3.11222205869403,3.04177915238495,2.22934813057851,3.36389461915546,2.42287618910202,2.98189262574848,2.31745556076675,2.64600871108607,2.84108774327956,2.18273861178904,2.31001692908534,2.68467027487375,2.34028884396391,2.82631526926353,3.14702298403381,2.55021738274336,2.61285472341418,3.21487953759994,2.0436243245218
"24",2.30778778874555,2.40736038109029,2.25064699105347,3.19177589129189,2.47911705213449,2.58804522885178,1.68602540212522,2.02572388684007,3.37023203506494,2.16713655572616,3.00376212446415,3.01387652694901,3.03352478928686,2.26220933945189,3.36927538041481,2.40723738621494,2.87979206594592,2.26773373013394,2.59451105450016,2.77327459060782,2.16022461047523,2.25390678157857,2.65669710241948,2.29047930181765,2.72322672531287,2.99870922932295,2.50621551382097,2.54718440566559,3.11985721105719,2.02273520732386
"25",2.31005964390735,2.33218348224495,2.22114155872148,3.07370903728872,2.49207109734618,2.54367457755975,1.80310640655008,2.00857022646047,3.23493035347754,2.14113867800378,2.87061953254575,2.93106164261152,3.06907059029284,2.22595239158501,3.28958135016833,2.34367309212384,2.80959600731018,2.217099400524,2.53107102761309,2.69570670992426,2.1810830917295,2.2168286474197,2.63869044206268,2.23318706295356,2.73457860119079,2.83874176551612,2.52004816488117,2.46047273229573,3.13743470447122,2.00727915152745
"26",2.35926178276552,2.25371819868416,2.37972860326606,2.96687271709917,2.41185328128163,2.54250228927713,1.76407170503472,1.98101196974613,3.10343888043648,2.23071089316627,2.81045909348239,2.95706908061415,3.26219793008405,2.19825976938697,3.25784832058569,2.26564972018769,2.71096031780514,2.26477153142612,2.45096424037938,2.63226685333298,2.16387595842228,2.15483950570732,2.47938964871178,2.29561027966529,2.65770819586908,2.68952758989786,2.45341314765223,2.42396772356081,3.06039831036486,1.94835806298965
"27",2.39433368730481,2.17925469499782,2.36444245589596,3.02623630294542,2.43414899463637,2.50549889015461,1.73829273600856,2.00133463247282,2.98445703139165,2.1744120396967,2.69978649044965,2.95711662336649,3.25612179104562,2.29372412463893,3.18648742399549,2.19020210696486,2.75220382213848,2.23912253038011,2.36514247185193,2.6690591042618,2.13087504276995,2.11205958518689,2.52713935117498,2.28527591700795,2.63103765931915,2.54951475271199,2.38847460104645,2.36318487717436,3.3082866854723,1.96298919728635
"28",2.37508485752161,2.35041692796279,2.47695886857569,2.9653407473101,2.4900831660014,2.60229522335919,1.9134971469656,1.9742935070511,2.86595343740596,2.17242077360622,2.58342680620074,2.99279812442804,3.2148621383902,2.25543595490211,3.20840853127309,2.20292397259401,2.7363024284731,2.20392770528606,2.28205349355266,2.60753071929106,2.10121574698105,2.36549382555504,3.00059566452387,2.44715195388663,2.57175349513883,2.44384107863687,2.32989387334588,2.33863966480521,3.27413719037176,2.02039826570407
"29",2.33899690035814,2.2938525493023,2.44645912515629,2.92626100738429,2.4146855611581,2.61259836284653,1.92950580320333,2.12253418591636,2.79863381413366,2.12555177697045,2.5907974873455,2.91192644949539,3.18722602067018,2.22630841202549,3.17667512104445,2.21177559350502,2.63677225094729,2.24882915168133,2.20866177559533,2.54808528895261,2.09768288529248,2.41695278779017,2.86258205719868,2.48566503575133,2.56791880081042,2.35867738842099,2.28518148150231,2.28415344714292,3.19112073593099,1.9647956721772
"30",2.37828723776305,2.22013031171024,2.39883048831456,2.807565785569,2.33421229655565,2.76955449844487,2.03182521297708,2.31449793296998,2.7541882906548,2.08909168352772,2.67912816083767,2.82601280211754,3.19112035151006,2.26586232922938,3.12309746866476,2.13214382300153,2.55007281423009,2.19353790033251,2.19019438137725,2.50470459075949,2.14789796043625,2.62784874560055,3.30475341540164,2.41836583264139,2.53936015942115,2.53956819734958,2.3542111435047,2.25558228084333,3.12348133330902,2.00679040470606
"31",2.63731544544608,2.14666801556919,2.47752250902346,2.75404973173995,2.25640447795212,3.00340195149521,1.98899241285635,2.30637902325048,2.69250982826013,2.03778135181369,2.58569694393071,2.74030003498065,3.15558143566504,2.21682579111581,3.1289970038631,2.05825231547993,2.7079044453729,2.15709017621588,2.20623360637635,2.51472777471212,2.12835749857318,2.56351113995086,3.07124212006583,2.35394269491389,2.49885115266314,2.42444997979357,2.43496429179375,2.20304970181892,3.21907151228699,2.09428769066597
"32",2.60828722575225,2.23483042934857,2.42918596383508,2.76121456801084,2.2175576182781,3.01488630166085,2.17687381792262,2.47710410430256,2.57040354080287,2.04268257117019,2.49359455574149,2.67303642870001,3.13135021723695,2.17354225266678,3.08107823502769,2.07888417214999,2.68291174962875,2.18643744888165,2.23158361997934,2.45003033058736,2.3928912972157,2.49469600194954,2.88674059490743,2.32026321822686,2.60470354312308,2.31790057030445,2.52384677386835,2.18263002006413,3.15602562873552,2.19270056803755
"33",2.55492677948154,2.33230040356499,2.45653081728082,2.65948018211265,2.22694130167017,2.98306591572195,2.13289744283361,2.47440858860204,2.45712392745415,2.01568140202291,2.39467931462366,2.77573165729735,3.16749514174081,2.13736258513215,3.13211884014748,2.00391747464317,2.63403618329154,2.20185805743648,2.34078542558741,2.39607053532304,2.3615209220176,2.42980197270119,2.7215803738506,2.51691315992713,2.54100033811563,2.50194275057114,2.46147108949908,2.13945270442741,3.77695426587591,2.13557830802734
"34",2.62581896746696,2.47349458076658,2.41020488476325,2.57452270961425,2.22472180013188,2.94037377945919,2.07997286862973,2.44598083039998,2.40367141872408,2.11247537834537,2.29873827148738,2.91648284423801,3.1438366852508,2.1029676012879,3.10158937091242,1.94760550549278,2.57126170109894,2.17466269521753,2.32744653984686,2.34888836911357,2.34019883457859,2.47642929214082,2.63275297685041,2.45339587769701,2.43801147690004,2.47389879500337,2.52364703750191,2.15455957479344,4.16777452910869,2.16863645735608
"35",2.61349129918631,2.96253638941141,2.4940546897991,2.52987125442443,2.21606090629682,2.92716464909196,2.07051366241919,2.42831017721283,2.47410857839374,2.2935202895846,2.19864058923179,2.8463209780759,3.10437357506098,2.18333421335141,3.14630970135233,1.95899041369003,2.76283243531129,2.24959961182787,2.28616830507918,2.40827980330689,2.34017813922037,2.45343219679466,2.91701795685773,2.38820022975802,2.3454205998307,2.6910960474976,2.55593866470826,2.25698985085792,4.04153677111056,2.27134418743147
"36",2.6476885235608,2.84955405181561,2.85351698871612,2.49865054298598,2.15835367224399,2.88852889194913,2.02703832887973,2.5267544847241,2.7817833441859,2.35422521458173,2.10182134231497,2.76144764402609,3.06841434035885,2.15352619818744,3.08224128850128,1.92752544134212,2.78814901313777,2.28777407791103,2.21195057081165,2.3487287690483,2.3535476961024,2.64486134353863,2.7655277662477,2.34973529184417,2.26687532160193,2.88994559102395,2.52435808787998,2.1913533569715,3.91576260248384,2.20343216307544
"37",2.61572965397781,2.75754063046578,2.9247639742443,2.4704911943867,2.09810875599999,2.85115519894851,2.09199514930618,2.49940908281457,2.73069890070468,2.29438885477484,2.04915791435087,2.71943979755178,3.04246331876711,2.14546853107839,3.04236177179929,2.02598544115108,2.6866956293739,2.25458279702124,2.15413684395126,2.30236499061045,2.36766562743788,2.68591653336829,2.59370975586346,2.30970124946062,2.27043115546939,2.80955830063687,2.47990509648874,2.3276077708641,3.83142304410396,2.15271644089068
"38",2.58549744351609,3.0961878029773,2.87747105389393,2.4418963595042,2.20855866440593,2.90546822452059,2.10316950309222,2.45955773062291,2.73309840092242,2.23859085902836,2.12759635542425,2.74102090805753,3.01558198630232,2.12216257793587,3.09814227499337,2.10543166537607,2.6313071048532,2.27896156225146,2.18841901053731,2.37707584408102,2.35641234253015,2.6412450760381,2.45195993691487,2.33750376038617,2.27240772698113,2.67377735712738,2.53696703698931,2.51293519142191,3.74526762351567,2.16502357741041
"39",2.52887754066632,3.17849228365158,2.88281490916359,2.38931483238078,2.23604350006518,2.85608986131134,2.05928423738814,2.46076089779061,3.07424349771438,2.33607069435152,2.13070766421141,2.67050719127851,3.03308626141872,2.12884460825675,3.03173070364036,2.11576316261771,2.53840569704518,2.22892789125003,2.18176636701284,2.32817614129226,2.51406446779355,2.64397723709469,2.61945651670587,2.32365988322183,2.40375663944417,2.54484392502291,2.4945284232984,2.44453582839939,4.00750196771461,2.17566539532659
"40",2.48491409214598,3.43685514399847,2.84375006001276,2.52737149168788,2.22365238828816,2.81470904228446,2.23159087576485,2.42154009651818,3.21639016163303,2.33983665385315,2.06007053082067,2.99973568614993,3.0400319506521,2.18215263779853,2.96650222840627,2.05384626068824,2.54012603254908,2.33578267673939,2.12715749560814,2.27119301591713,2.47952837199161,2.60807624124871,2.46753855746312,2.2661907395896,2.48514464568719,2.70875202190076,2.46039730915654,2.6239995748953,3.97633344361283,2.2430437852124
"41",2.5348477760629,3.30443317890724,2.77752415585848,2.4220992379531,2.52360148511839,2.77641563717661,2.17279946014922,2.43250368564085,3.21043931933218,2.32515610933491,2.0638996690919,2.92085131516857,3.05889855857284,2.16241547791135,2.90266199394208,2.00075509139475,2.50803377074759,2.29424812009797,2.09409407214332,2.24728801485925,2.46459812405398,2.53526508103116,2.47041516632783,2.20722118608084,2.39096435288501,2.64857739580638,2.39498714479393,2.59669995746093,4.03609280964122,2.24019233384188
"42",2.50455222475881,3.17816451245614,2.73345474834415,2.32313016733808,2.43542468245984,2.72848044860033,2.12093296510813,2.51375130286234,3.12098893005298,2.27224525496359,2.08156078537331,2.93187769849914,3.01994858510622,2.17292431854592,2.8748172755013,1.97956013706352,2.53043999074748,2.25381032725688,2.29421294600407,2.21314823926067,2.45656562506927,2.50425793599989,2.3829758466,2.15733075752998,2.29856905277271,3.97915097708215,2.33146547083297,3.7770644748786,3.90964335048521,2.18075841077248
"43",2.58940057360686,3.07298014586188,2.67683659551167,2.24899375465947,2.35585747195268,2.69546015160467,2.06998407641538,2.5477381103423,3.01846391874159,2.29692886933484,2.00997738551022,2.85188678205267,2.98835204742314,2.19816326879678,2.81455247779715,1.91246440831306,2.48389715795662,2.28210116792049,2.30513704153935,2.18293474074602,2.42569365682736,2.45265349058273,2.41310179372883,2.10319286798323,2.22620673717806,4.32555218635299,2.27125268329371,3.63300889400692,3.85265332430852,2.12992929352466
"44",2.54947398023095,2.95303780435833,2.61698817447166,2.15787209227693,2.44413814418135,2.82044532019815,2.04140362526753,2.88450480183592,3.17914905348632,2.32422778102141,2.04330225201577,2.78038081565158,3.00242081399101,2.33082530699632,2.80924991447494,1.85798063369582,2.40387708980422,2.2287496655104,2.23889629580232,2.31103069316256,2.47355052862899,2.46866479017659,2.4550417948446,2.09271207230055,2.16106066068711,4.10691923010847,2.25488185657342,3.50702335619439,3.84139094318175,2.10689960664975
"45",2.517467655915,2.96306370749092,2.59541886162763,2.09539197945639,2.43533422321688,2.78444376193465,2.0087146188813,2.8758931926042,3.0761325747158,2.28322694189794,1.97499254477951,2.71424890497674,3.06480218366332,2.45585342985521,2.76747368412779,2.06692491955819,2.42620532687768,2.27188751006447,2.23364527424515,2.31125885027486,2.48282190152579,2.43731006405755,3.00749874285001,2.15106672165221,2.14967857794726,4.14420137805908,2.32429918880286,3.45973652433173,3.85089394059108,2.22915121898443
"46",2.52383406946524,2.90895718134873,2.55007725499671,2.03356761574719,2.51022360143196,3.12147558281096,2.68698393249063,3.11418109983904,2.96561110827021,2.54061511679288,1.99931238050875,2.70882920752719,3.04631127470379,2.4028692943096,2.722025181675,2.1182340426572,2.39968696471351,2.3707765553863,2.34028911793123,2.50781675499004,2.59395765205307,2.57338915694891,2.91007005171847,2.42838663407102,9.1718242459251,4.05293891118187,2.27515542859119,3.39000179542665,3.97965393460791,3.02426574094303
